"node_id","node_label","category","community","importance","node_role","created_dt"
9621,Leo Nakamura,Person,Krypton,0.070,Mule,2023-07-20
9539,Emily Singh,Person,Krypton,0.140,Mule,2024-03-01
4176,Maple Technologies Corp,Business,Vortex,0.410,Shell Company,2023-01-22
1974,Lin Chen,Person,Phoenix,0.060,Mule,2024-02-02
10090,Acct #10090,Account,Krypton,0.170,Prepaid,2023-08-09
6990,Owen Jung,Person,Cobalt,0.100,Mule,2023-09-10
7663,Cascade Industries Corp,Business,Cobalt,0.720,Front Business,2023-10-29
8010,Anya Suzuki,Person,Orchid,0.120,Mule,2023-10-29
7541,Sterling International Corp,Business,Cobalt,0.650,Shell Company,2023-05-26
10008,Acct #10008,Account,Krypton,0.380,Checking,2023-06-07
485,Acct #485,Account,Hydra,0.350,Brokerage,2023-03-28
8479,Beacon Global Group,Business,Orchid,0.600,Shell Company,2023-06-04
10559,Henry Hashimoto,Person,Unaffiliated,0.350,Unaffiliated,2023-07-29
7459,Acct #7459,Account,Cobalt,0.230,Savings,2023-10-13
9070,Acct #9070,Account,Onyx,0.180,Crypto,2023-05-23
5930,Nexus Industries LLC,Business,Mirage,0.590,Front Business,2023-03-12
4992,Echo International Group,Business,Cipher,0.480,Shell Company,2023-03-26
4910,Acct #4910,Account,Cipher,0.500,Brokerage,2023-01-14
6521,Acct #6521,Account,Tundra,0.250,Brokerage,2024-02-11
6399,Acct #6399,Account,Tundra,0.390,Brokerage,2024-05-20
5461,Ekaterina Iqbal,Person,Mirage,0.550,Launderer,2023-10-20
7928,Arjun Lindqvist,Person,Orchid,0.170,Mule,2023-04-26
4441,Khalil Mehta,Person,Cipher,0.160,Mule,2024-01-06
832,Tablet #832,Device,Hydra,0.360,Tablet,2023-08-03
2912,Beatriz O'Brien,Person,Specter,0.400,Phishing Operator,2023-07-27
2361,Acct #2361,Account,Phoenix,0.150,Prepaid,2023-09-23
1892,Andre Stern,Person,Phoenix,0.110,Mule,2024-03-21
1301,Acct #1301,Account,Tempest,0.490,Checking,2023-08-28
363,Acct #363,Account,Hydra,0.460,Checking,2023-02-13
2830,Lin Bose,Person,Specter,0.180,Mule,2023-08-27
10477,Tomas Bergman,Person,Hydra,0.050,Victim,2023-01-17
9886,Acct #9886,Account,Krypton,0.210,Savings,2024-04-06
3381,Maple Global Co,Business,Specter,0.520,Front Business,2023-06-14
281,Helena Tanaka,Person,Hydra,0.230,Mule,2024-01-10
8397,Cedar Enterprises LLC,Business,Orchid,0.430,Shell Company,2024-03-03
4788,Acct #4788,Account,Cipher,0.270,Foreign,2024-04-02
10355,Aaron Levy,Person,Tempest,0.130,Victim,2023-05-27
750,Vanguard Equity Co,Business,Hydra,0.490,Shell Company,2023-10-03
9335,Pioneer Group Corp,Business,Onyx,0.570,Shell Company,2023-08-15
5257,Xia Iqbal,Person,Mirage,0.070,Mule,2023-06-12
7806,Henrik Ahmadi,Person,Orchid,0.180,Mule,2024-05-15
8193,Acct #8193,Account,Orchid,0.190,Brokerage,2023-12-22
1219,Acct #1219,Account,Tempest,0.420,Prepaid,2024-03-11
8275,Acct #8275,Account,Orchid,0.120,Foreign,2023-07-30
5726,Acct #5726,Account,Mirage,0.350,Prepaid,2023-04-21
9131,Acct #9131,Account,Onyx,0.470,Savings,2023-01-10
7255,Acct #7255,Account,Cobalt,0.440,Brokerage,2024-03-30
2708,Mei Takahashi,Person,Specter,0.050,Mule,2023-12-04
3177,Acct #3177,Account,Specter,0.400,Prepaid,2023-07-06
1015,Nina Lindqvist,Person,Tempest,0.200,Mule,2023-02-22
4706,Acct #4706,Account,Cipher,0.340,Brokerage,2023-05-12
6195,Henrik Sokolov,Person,Tundra,0.240,Mule,2023-05-01
3646,Noah Nakamura,Person,Vortex,0.070,Mule,2023-12-14
7051,Felipe Klein,Person,Cobalt,0.140,Mule,2024-05-09
2157,Acct #2157,Account,Phoenix,0.320,Crypto,2024-03-23
10151,Zenith Technologies SA,Business,Krypton,0.590,Shell Company,2024-03-01
1097,Daniel Lindberg,Person,Tempest,0.180,Mule,2024-04-18
4502,Tomas Flores,Person,Cipher,0.070,Mule,2024-03-10
2626,Anjali O'Connor,Person,Specter,0.070,Mule,2023-08-02
10620,Mia Volkov,Person,Unaffiliated,0.300,Unaffiliated,2023-11-11
1566,Granite Ventures Corp,Business,Tempest,0.510,Shell Company,2023-07-25
1953,Vikram Park,Person,Phoenix,0.130,Mule,2023-07-16
77,Lukas Friedman,Person,Hydra,0.100,Mule,2023-12-10
2973,Acct #2973,Account,Specter,0.380,Prepaid,2023-10-12
4584,Layla Chen,Person,Cipher,0.220,Mule,2024-01-22
2422,Echo Exports Co,Business,Phoenix,0.500,Shell Company,2024-05-11
8662,Mia Friedman,Person,Onyx,0.230,Mule,2023-06-04
3442,Lin Larsson,Person,Vortex,0.530,Recruiter,2023-07-02
9009,Acct #9009,Account,Onyx,0.360,Prepaid,2023-07-17
9396,Phone #9396,Device,Onyx,0.420,Phone,2023-08-10
6582,Acct #6582,Account,Tundra,0.250,Savings,2023-07-10
6460,Acct #6460,Account,Tundra,0.410,Foreign,2023-04-09
9947,Acct #9947,Account,Krypton,0.420,Foreign,2023-08-26
9865,Acct #9865,Account,Krypton,0.160,Brokerage,2023-09-05
1484,Acct #1484,Account,Tempest,0.400,Brokerage,2023-06-05
893,Joao Romano,Person,Tempest,0.170,Mule,2023-04-04
7398,Acct #7398,Account,Cobalt,0.380,Brokerage,2023-06-14
7316,Acct #7316,Account,Cobalt,0.290,Savings,2023-09-10
10069,Acct #10069,Account,Krypton,0.120,Brokerage,2023-11-01
1362,Acct #1362,Account,Tempest,0.370,Savings,2024-03-30
1831,Sergei Ryan,Person,Phoenix,0.050,Mule,2023-01-09
10334,Saoirse Doyle,Person,Krypton,0.080,Victim,2023-02-06
7520,Acct #7520,Account,Cobalt,0.250,Foreign,2024-05-21
4380,Dmitri Schneider,Person,Cipher,0.160,Mule,2023-05-22
7867,Aaron Dubois,Person,Orchid,0.080,Mule,2024-01-21
4767,Acct #4767,Account,Cipher,0.380,Savings,2023-01-17
4971,Zenith Services Corp,Business,Cipher,0.420,Shell Company,2023-01-02
10416,Ingrid Khan,Person,Onyx,0.100,Victim,2023-08-15
5318,Sarah O'Connor,Person,Mirage,0.190,Mule,2023-02-01
5236,Cheng Akhtar,Person,Mirage,0.200,Mule,2023-12-23
2891,Layla Yang,Person,Specter,0.610,Launderer,2023-03-13
8336,Acct #8336,Account,Orchid,0.110,Savings,2024-02-21
2769,Cheng Verma,Person,Specter,0.150,Mule,2023-09-09
2687,Ingrid Pham,Person,Specter,0.200,Mule,2023-05-16
342,Cillian Ali,Person,Hydra,0.580,Identity Thief,2024-02-27
8805,Finn Andersson,Person,Onyx,0.110,Mule,2024-02-09
5787,Acct #5787,Account,Mirage,0.460,Prepaid,2023-02-11
138,Anya Klein,Person,Hydra,0.200,Mule,2024-01-26
8927,Acct #8927,Account,Onyx,0.290,Prepaid,2023-03-19
3238,Acct #3238,Account,Specter,0.350,Brokerage,2024-04-17
689,Horizon Equity LLC,Business,Hydra,0.670,Shell Company,2023-05-31
3156,Acct #3156,Account,Specter,0.370,Prepaid,2023-01-15
6847,Phone #6847,Device,Tundra,0.390,Phone,2023-05-14
3707,Lin Romano,Person,Vortex,0.180,Mule,2023-07-23
10212,Pacific Holdings AG,Business,Krypton,0.650,Front Business,2024-03-07
10130,Granite Consultants SA,Business,Krypton,0.600,Shell Company,2023-01-21
9661,Astrid Zhao,Person,Krypton,0.220,Mule,2024-04-07
1158,Niamh Nguyen,Person,Tempest,0.240,Mule,2023-03-29
8132,Acct #8132,Account,Orchid,0.290,Foreign,2023-03-11
10599,Khalil Wu,Person,Unaffiliated,0.320,Unaffiliated,2023-07-03
7112,Henrik Rahman,Person,Cobalt,0.250,Mule,2023-08-28
7194,Sigrid Wang,Person,Cobalt,0.520,Money Mule Coordinator,2023-05-15
5583,Acct #5583,Account,Mirage,0.140,Prepaid,2024-01-07
5501,Acct #5501,Account,Mirage,0.470,Brokerage,2023-01-29
4563,Xia Cohen,Person,Cipher,0.210,Mule,2023-02-21
1627,Aurora Technologies Inc,Business,Tempest,0.410,Shell Company,2024-01-14
3034,Acct #3034,Account,Specter,0.470,Prepaid,2024-03-16
2952,Acct #2952,Account,Specter,0.240,Savings,2023-10-17
5032,Phoenix Services Co,Business,Cipher,0.690,Shell Company,2023-10-31
5114,SIM Card #5114,Device,Cipher,0.350,SIM Card,2023-01-05
6052,Saoirse Byrne,Person,Tundra,0.120,Mule,2023-04-06
3421,Burner Phone #3421,Device,Specter,0.200,Burner Phone,2023-11-15
2483,Vanguard Properties Co,Business,Phoenix,0.530,Shell Company,2024-05-12
8601,Larissa Chen,Person,Onyx,0.120,Mule,2024-04-29
3503,Anya Tran,Person,Vortex,0.070,Mule,2023-04-24
872,Kamal Byrne,Person,Tempest,0.690,Recruiter,2024-03-08
8988,Acct #8988,Account,Onyx,0.270,Crypto,2023-01-30
1423,Acct #1423,Account,Tempest,0.420,Prepaid,2023-02-19
954,Joao Ivanov,Person,Tempest,0.100,Mule,2023-04-05
6908,Carlos Lopez,Person,Cobalt,0.250,Mule,2023-11-08
3890,Acct #3890,Account,Vortex,0.460,Savings,2023-07-19
5379,Omar Zhao,Person,Mirage,0.160,Mule,2023-10-26
3972,Acct #3972,Account,Vortex,0.480,Brokerage,2023-01-10
1341,Acct #1341,Account,Tempest,0.340,Checking,2024-04-16
9926,Acct #9926,Account,Krypton,0.190,Foreign,2023-04-12
5848,Granite Global Inc,Business,Mirage,0.550,Shell Company,2023-07-16
6317,Magnus Choi,Person,Tundra,0.710,Launderer,2024-02-01
4359,Niamh Tran,Person,Cipher,0.080,Mule,2023-10-26
7377,Acct #7377,Account,Cobalt,0.410,Checking,2023-07-05
8866,Aoife Nakamura,Person,Onyx,0.210,Mule,2024-01-14
9804,Acct #9804,Account,Krypton,0.130,Savings,2023-02-09
8784,Lukas Tanaka,Person,Onyx,0.160,Mule,2023-02-08
1810,Owen Yamamoto,Person,Phoenix,0.160,Mule,2023-07-27
3299,Cascade Investments GmbH,Business,Specter,0.580,Shell Company,2023-09-16
4237,Equinox Holdings Ltd,Business,Vortex,0.650,Front Business,2023-06-08
9722,Meera Huang,Person,Krypton,0.140,Mule,2023-08-04
5297,Jack Liu,Person,Mirage,0.060,Mule,2024-04-09
3768,Amelia Choi,Person,Vortex,0.410,Smurf,2023-07-24
10273,Ingrid Yang,Person,Tempest,0.040,Victim,2023-04-17
7173,Bo Vo,Person,Cobalt,0.790,Launderer,2023-05-30
2748,Naomi Ryan,Person,Specter,0.120,Mule,2023-06-06
6786,Sequoia Technologies Group,Business,Tundra,0.650,Front Business,2023-02-22
7724,Kavya Sharma,Person,Orchid,0.640,Recruiter,2023-10-18
7642,Meridian Services Inc,Business,Cobalt,0.690,Front Business,2023-12-01
668,Acct #668,Account,Hydra,0.350,Crypto,2023-07-18
1688,SIM Card #1688,Device,Tempest,0.210,SIM Card,2023-07-07
5175,Magnus Iyer,Person,Mirage,0.160,Mule,2023-09-19
5093,Nexus Imports Ltd,Business,Cipher,0.730,Front Business,2023-09-04
9253,Nexus Exports Co,Business,Onyx,0.550,Shell Company,2023-04-29
5644,Acct #5644,Account,Mirage,0.300,Brokerage,2024-04-21
3095,Acct #3095,Account,Specter,0.160,Foreign,2023-01-31
2544,Tablet #2544,Device,Phoenix,0.200,Tablet,2023-02-23
2075,Acct #2075,Account,Phoenix,0.290,Prepaid,2023-02-18
6113,Niamh Hossain,Person,Tundra,0.220,Mule,2024-02-04
546,Acct #546,Account,Hydra,0.450,Savings,2023-07-25
5562,Acct #5562,Account,Mirage,0.370,Brokerage,2023-11-30
8111,Acct #8111,Account,Orchid,0.200,Prepaid,2024-01-20
3564,Arjun Stern,Person,Vortex,0.190,Mule,2023-08-16
10538,Marcus Sharma,Person,Tempest,0.830,Cross-Syndicate Broker,2023-10-12
464,Acct #464,Account,Hydra,0.230,Brokerage,2023-03-21
3482,Beatriz Nguyen,Person,Vortex,0.210,Mule,2023-11-14
9600,Henrik Larsson,Person,Krypton,0.100,Mule,2024-02-10
7989,Rohan Park,Person,Orchid,0.070,Mule,2024-04-06
9987,Acct #9987,Account,Krypton,0.120,Foreign,2023-07-03
9518,Mia Klein,Person,Krypton,0.160,Mule,2024-05-12
4033,Acct #4033,Account,Vortex,0.250,Savings,2023-10-13
5440,Hiroshi Wang,Person,Mirage,0.230,Mule,2024-01-20
7907,Lily Ryan,Person,Orchid,0.090,Mule,2024-03-13
6969,Mei Murphy,Person,Cobalt,0.110,Mule,2023-02-09
3829,Acct #3829,Account,Vortex,0.450,Savings,2024-04-28
8458,Pacific Express Group,Business,Orchid,0.580,Shell Company,2024-04-02
5358,Charlotte Byrne,Person,Mirage,0.240,Mule,2024-01-10
7438,Acct #7438,Account,Cobalt,0.430,Foreign,2023-10-05
4298,Erik Wu,Person,Cipher,0.530,Recruiter,2023-05-08
5909,Cascade Trading SA,Business,Mirage,0.680,Shell Company,2024-02-18
2809,Arjun Nguyen,Person,Specter,0.050,Mule,2023-09-14
4889,Acct #4889,Account,Cipher,0.380,Brokerage,2023-12-30
1749,Anton O'Connor,Person,Phoenix,0.060,Mule,2024-03-30
3360,Vertex Express Co,Business,Specter,0.540,Front Business,2023-09-09
5827,Coral Group Inc,Business,Mirage,0.460,Shell Company,2024-03-01
2340,Acct #2340,Account,Phoenix,0.180,Foreign,2023-06-25
7785,Svetlana Rossi,Person,Orchid,0.190,Mule,2023-01-05
6378,Acct #6378,Account,Tundra,0.290,Savings,2024-02-13
3278,Zenith Ventures Group,Business,Specter,0.570,Shell Company,2023-10-13
260,Dmitri Ivanov,Person,Hydra,0.190,Mule,2023-06-28
2218,Acct #2218,Account,Phoenix,0.300,Savings,2023-04-13
811,Ironside Imports LLC,Business,Hydra,0.690,Front Business,2024-02-28
729,Vanguard Realty AG,Business,Hydra,0.660,Shell Company,2023-07-20
6296,Zara Banerjee,Person,Tundra,0.110,Mule,2024-03-22
8254,Acct #8254,Account,Orchid,0.270,Checking,2024-05-30
1280,Acct #1280,Account,Tempest,0.210,Brokerage,2023-06-26
3747,Henry Nakamura,Person,Vortex,0.600,Launderer,2023-12-09
9783,Acct #9783,Account,Krypton,0.290,Crypto,2023-03-13
5705,Acct #5705,Account,Mirage,0.380,Prepaid,2023-08-24
8723,Mohammed Sato,Person,Onyx,0.100,Mule,2023-02-04
9579,Xia Novak,Person,Krypton,0.060,Mule,2023-10-28
4216,Verdant Equity Inc,Business,Vortex,0.650,Front Business,2023-10-27
607,Acct #607,Account,Hydra,0.470,Brokerage,2024-06-01
6174,Lily Petrov,Person,Tundra,0.110,Mule,2024-01-03
4012,Acct #4012,Account,Vortex,0.460,Brokerage,2023-02-12
7703,SIM Card #7703,Device,Cobalt,0.380,SIM Card,2024-01-17
9192,Acct #9192,Account,Onyx,0.120,Savings,2023-05-11
3625,Pooja Walsh,Person,Vortex,0.080,Mule,2024-02-13
10048,Acct #10048,Account,Krypton,0.440,Crypto,2023-10-11
5154,Mohammed Volkov,Person,Mirage,0.610,Recruiter,2023-03-27
1076,Henry Cohen,Person,Tempest,0.190,Mule,2023-01-22
6643,Acct #6643,Account,Tundra,0.350,Prepaid,2023-06-27
7499,Acct #7499,Account,Cobalt,0.320,Checking,2023-12-29
3074,Acct #3074,Account,Specter,0.330,Checking,2023-05-30
4094,Acct #4094,Account,Vortex,0.240,Savings,2023-07-21
1545,Cypress Capital Group,Business,Tempest,0.670,Shell Company,2024-02-08
4950,Acct #4950,Account,Cipher,0.410,Crypto,2023-09-19
525,Acct #525,Account,Hydra,0.450,Crypto,2024-01-14
2014,Isabella Khan,Person,Phoenix,0.080,Mule,2023-05-23
7581,Quantum Distribution LLC,Business,Cobalt,0.580,Shell Company,2024-01-25
2870,Diego Goldberg,Person,Specter,0.120,Mule,2023-10-06
4481,Ava Murphy,Person,Cipher,0.080,Mule,2023-04-20
8050,Ravi Hashimoto,Person,Orchid,0.490,Hacker,2023-04-17
403,Acct #403,Account,Hydra,0.380,Checking,2023-07-30
321,Olivia Lin,Person,Hydra,0.580,Launderer,2024-06-01
10517,Omar Murphy,Person,Cipher,0.120,Victim,2024-04-07
8519,Nebula Global Inc,Business,Orchid,0.670,Front Business,2023-02-13
10395,Aoife Klein,Person,Specter,0.150,Victim,2023-12-22
10313,Finn Pham,Person,Cipher,0.020,Victim,2024-05-31
7968,Anton Ali,Person,Orchid,0.200,Mule,2024-01-12
5970,SIM Card #5970,Device,Mirage,0.490,SIM Card,2024-01-08
4828,Acct #4828,Account,Cipher,0.130,Brokerage,2023-05-22
7764,Bo Kapoor,Person,Orchid,0.070,Mule,2023-07-17
2401,Quantum Partners Ltd,Business,Phoenix,0.630,Shell Company,2023-08-27
6439,Acct #6439,Account,Tundra,0.210,Crypto,2023-08-03
7846,Lucas Lindberg,Person,Orchid,0.060,Mule,2023-05-23
5215,Raj Walsh,Person,Mirage,0.060,Mule,2023-10-17
5888,Maple Global Inc,Business,Mirage,0.480,Shell Company,2023-06-01
9457,Priya Karlsson,Person,Krypton,0.100,Mule,2024-01-15
8315,Acct #8315,Account,Orchid,0.290,Foreign,2024-02-26
8233,Acct #8233,Account,Orchid,0.400,Checking,2023-04-04
3339,Granite Partners Group,Business,Specter,0.610,Shell Company,2023-10-04
2279,Acct #2279,Account,Phoenix,0.160,Crypto,2023-03-20
5766,Acct #5766,Account,Mirage,0.370,Brokerage,2023-02-14
5684,Acct #5684,Account,Mirage,0.110,Savings,2023-12-22
790,Nexus Global AG,Business,Hydra,0.740,Front Business,2024-05-31
199,Helena Romano,Person,Hydra,0.140,Mule,2023-03-21
3217,Acct #3217,Account,Specter,0.240,Crypto,2023-04-01
3135,Acct #3135,Account,Specter,0.250,Savings,2023-12-18
9375,Opal Worldwide Co,Business,Onyx,0.520,Front Business,2023-05-12
6235,Sofia Patel,Person,Tundra,0.140,Mule,2023-12-18
3686,Elena Lindberg,Person,Vortex,0.120,Mule,2023-12-11
6153,Lucas Rosenberg,Person,Tundra,0.230,Mule,2024-02-23
9844,Acct #9844,Account,Krypton,0.380,Foreign,2024-02-07
6704,Pacific Capital Inc,Business,Tundra,0.650,Shell Company,2023-11-27
1137,Helena Watanabe,Person,Tempest,0.110,Mule,2023-08-22
586,Acct #586,Account,Hydra,0.370,Brokerage,2023-01-10
4746,Acct #4746,Account,Cipher,0.410,Savings,2023-11-29
4155,Maple Global LLC,Business,Vortex,0.530,Shell Company,2023-05-24
1606,Vortex Logistics Inc,Business,Tempest,0.420,Shell Company,2023-05-23
1055,Jamal Singh,Person,Tempest,0.230,Mule,2023-08-13
2666,Ava Schneider,Person,Specter,0.230,Mule,2023-03-20
10191,Summit Equity LLC,Business,Krypton,0.640,Shell Company,2023-09-23
10660,Anjali Lee,Person,Unaffiliated,0.220,Unaffiliated,2023-07-23
8498,Coral Worldwide AG,Business,Orchid,0.680,Front Business,2023-02-25
8702,David Costa,Person,Onyx,0.170,Mule,2023-07-20
4624,Raj Lee,Person,Cipher,0.460,Smurf,2023-09-15
8580,Andre Romano,Person,Onyx,0.550,Recruiter,2023-01-07
5949,Pacific Express LLC,Business,Mirage,0.600,Front Business,2024-05-15
10109,Birch Investments GmbH,Business,Krypton,0.590,Shell Company,2023-01-10
3013,Acct #3013,Account,Specter,0.480,Crypto,2024-02-14
6031,Priya Hossain,Person,Tundra,0.150,Mule,2024-03-23
6418,Acct #6418,Account,Tundra,0.470,Brokerage,2023-03-28
7560,Opal Equity Group,Business,Cobalt,0.540,Shell Company,2023-01-24
6500,Acct #6500,Account,Tundra,0.180,Checking,2023-04-13
9049,Acct #9049,Account,Onyx,0.150,Crypto,2023-10-14
1320,Acct #1320,Account,Tempest,0.480,Brokerage,2024-02-16
5480,Felipe Doyle,Person,Mirage,0.450,Smurf,2024-04-17
933,Camila Nakamura,Person,Tempest,0.170,Mule,2023-05-02
3951,Acct #3951,Account,Vortex,0.420,Brokerage,2023-08-08
9905,Acct #9905,Account,Krypton,0.370,Checking,2024-03-21
2931,Acct #2931,Account,Specter,0.440,Checking,2023-12-20
4420,Dmitri Lee,Person,Cipher,0.090,Mule,2023-12-08
1402,Acct #1402,Account,Tempest,0.220,Brokerage,2023-08-04
7356,Acct #7356,Account,Cobalt,0.400,Crypto,2024-05-14
382,Acct #382,Account,Hydra,0.230,Prepaid,2024-01-25
10456,Lukas Eriksson,Person,Phoenix,0.030,Victim,2024-05-03
1871,Nadia Hernandez,Person,Phoenix,0.100,Mule,2024-05-18
2727,Ekaterina Kowalski,Person,Specter,0.170,Mule,2024-03-27
851,Burner Phone #851,Device,Hydra,0.470,Burner Phone,2023-01-01
8376,Acct #8376,Account,Orchid,0.340,Checking,2023-02-08
9314,Phoenix Solutions GmbH,Business,Onyx,0.480,Shell Company,2023-05-25
178,Elena Mehta,Person,Hydra,0.080,Mule,2023-05-10
6887,Ahmed Zhao,Person,Cobalt,0.130,Mule,2023-03-23
8845,Amelia Yamamoto,Person,Onyx,0.110,Mule,2023-04-22
6765,Beacon Group Ltd,Business,Tundra,0.420,Shell Company,2023-05-07
10170,Maple Equity Group,Business,Krypton,0.630,Shell Company,2023-07-05
10374,Maya Larsson,Person,Tempest,0.050,Victim,2023-07-29
1198,Lucas Kelly,Person,Tempest,0.460,Forger,2023-10-22
7234,Acct #7234,Account,Cobalt,0.400,Foreign,2024-02-06
4603,Sigrid Bergman,Person,Cipher,0.800,Launderer,2024-04-21
4807,Acct #4807,Account,Cipher,0.430,Brokerage,2023-01-15
1667,Coral Services Co,Business,Tempest,0.510,Front Business,2023-10-06
10252,Burner Phone #10252,Device,Krypton,0.440,Burner Phone,2023-04-22
7621,Frontier Technologies SA,Business,Cobalt,0.400,Shell Company,2024-02-08
7825,Andre Lin,Person,Orchid,0.090,Mule,2023-04-21
4685,Acct #4685,Account,Cipher,0.410,Foreign,2024-01-16
2136,Acct #2136,Account,Phoenix,0.170,Savings,2023-01-26
10639,Cheng Martinez,Person,Unaffiliated,0.330,Unaffiliated,2023-09-19
8294,Acct #8294,Account,Orchid,0.490,Prepaid,2023-04-21
2605,Aisha Iqbal,Person,Specter,0.070,Mule,2023-07-26
8172,Acct #8172,Account,Orchid,0.290,Checking,2023-05-30
8090,Acct #8090,Account,Orchid,0.340,Foreign,2024-03-23
5745,Acct #5745,Account,Mirage,0.170,Savings,2023-05-28
8641,Anya Kowalski,Person,Onyx,0.180,Mule,2023-04-21
5623,Acct #5623,Account,Mirage,0.350,Checking,2024-03-31
5541,Acct #5541,Account,Mirage,0.460,Foreign,2023-08-29
3196,Acct #3196,Account,Specter,0.370,Foreign,2023-09-01
9110,Acct #9110,Account,Onyx,0.220,Foreign,2023-04-01
56,Yusuf Ivanov,Person,Hydra,0.210,Mule,2023-04-21
8559,Laptop #8559,Device,Orchid,0.360,Laptop,2024-03-28
1116,Raj Le,Person,Tempest,0.240,Mule,2023-09-23
6561,Acct #6561,Account,Tundra,0.270,Brokerage,2023-08-17
6092,Bo Novak,Person,Tundra,0.250,Mule,2023-10-18
2992,Acct #2992,Account,Specter,0.430,Foreign,2023-05-08
7152,Aoife Bose,Person,Cobalt,0.210,Mule,2023-09-30
7030,Akiko Watanabe,Person,Cobalt,0.070,Mule,2023-02-06
3543,Sergei Lindberg,Person,Vortex,0.120,Mule,2024-02-28
3461,Jack Le,Person,Vortex,0.110,Mule,2023-12-15
5072,Beacon Investments LLC,Business,Cipher,0.640,Front Business,2024-04-18
1463,Acct #1463,Account,Tempest,0.120,Brokerage,2023-07-22
994,Larissa Pham,Person,Tempest,0.160,Mule,2023-06-20
912,Anya Zhang,Person,Tempest,0.100,Mule,2023-02-10
3930,Acct #3930,Account,Vortex,0.250,Foreign,2024-02-11
1932,Aoife Patel,Person,Phoenix,0.140,Mule,2024-03-13
8437,Atlantic Enterprises SA,Business,Orchid,0.430,Shell Company,2024-04-26
1381,Acct #1381,Account,Tempest,0.480,Brokerage,2023-12-17
9966,Acct #9966,Account,Krypton,0.120,Foreign,2023-07-28
5419,Pavel Choi,Person,Mirage,0.100,Mule,2024-01-27
6357,Acct #6357,Account,Tundra,0.360,Savings,2023-12-14
10435,Owen Petrov,Person,Tundra,0.100,Victim,2023-06-09
7886,Omar Verma,Person,Orchid,0.180,Mule,2023-01-31
8906,Xia Kapoor,Person,Onyx,0.430,Phishing Operator,2023-04-21
3808,Acct #3808,Account,Vortex,0.150,Prepaid,2023-10-06
8355,Acct #8355,Account,Orchid,0.270,Crypto,2023-12-06
5337,Wei Tanaka,Person,Mirage,0.170,Mule,2024-04-09
6826,Laptop #6826,Device,Tundra,0.320,Laptop,2023-01-14
1259,Acct #1259,Account,Tempest,0.150,Checking,2024-01-28
5806,Acct #5806,Account,Mirage,0.130,Checking,2023-01-14
2788,Ahmed Nilsson,Person,Specter,0.140,Mule,2023-09-28
7295,Acct #7295,Account,Cobalt,0.220,Foreign,2024-05-21
4277,SIM Card #4277,Device,Vortex,0.260,SIM Card,2023-07-26
8824,Jamal Takahashi,Person,Onyx,0.140,Mule,2023-03-27
3257,Zenith Ventures AG,Business,Specter,0.580,Shell Company,2023-11-14
117,Saoirse Reddy,Person,Hydra,0.170,Mule,2023-07-22
1728,Asher Sokolov,Person,Phoenix,0.540,Recruiter,2023-05-20
3726,Erik Le,Person,Vortex,0.190,Mule,2023-10-10
708,Azure Enterprises LLC,Business,Hydra,0.460,Shell Company,2023-10-20
3604,Mohammed Johansson,Person,Vortex,0.080,Mule,2024-03-29
2197,Acct #2197,Account,Phoenix,0.500,Prepaid,2023-06-23
1177,Yara Mori,Person,Tempest,0.800,Launderer,2024-03-04
9293,Atlantic Worldwide Ltd,Business,Onyx,0.430,Shell Company,2024-04-25
4073,Acct #4073,Account,Vortex,0.320,Checking,2023-05-07
9171,Acct #9171,Account,Onyx,0.280,Brokerage,2023-04-27
1646,Sequoia Capital Ltd,Business,Tempest,0.610,Front Business,2023-04-29
7213,Acct #7213,Account,Cobalt,0.120,Prepaid,2024-01-09
7091,David Stern,Person,Cobalt,0.230,Mule,2024-04-04
6622,Acct #6622,Account,Tundra,0.450,Brokerage,2024-04-03
9089,Acct #9089,Account,Onyx,0.470,Brokerage,2023-06-28
10231,Echo Technologies Ltd,Business,Krypton,0.690,Front Business,2023-07-06
1524,Acct #1524,Account,Tempest,0.370,Checking,2023-03-08
9640,Lin Dubois,Person,Krypton,0.060,Mule,2024-05-12
7009,Amelia Ali,Person,Cobalt,0.130,Mule,2024-05-12
2115,Acct #2115,Account,Phoenix,0.260,Savings,2023-12-24
5011,Frontier Technologies Ltd,Business,Cipher,0.570,Shell Company,2023-05-28
4542,Mei O'Connor,Person,Cipher,0.160,Mule,2023-09-01
10027,Acct #10027,Account,Krypton,0.150,Brokerage,2024-02-14
8151,Acct #8151,Account,Orchid,0.180,Brokerage,2024-03-16
8967,Acct #8967,Account,Onyx,0.490,Savings,2023-08-20
1993,Fatima Hossain,Person,Phoenix,0.160,Mule,2023-04-22
10496,Camila Akhtar,Person,Phoenix,0.130,Victim,2024-01-02
5602,Acct #5602,Account,Mirage,0.240,Prepaid,2024-06-01
9436,Mei Schmidt,Person,Krypton,0.500,Recruiter,2023-12-12
10578,Ethan Volkov,Person,Unaffiliated,0.180,Unaffiliated,2023-06-12
7947,Finn Kobayashi,Person,Orchid,0.060,Mule,2023-12-30
35,Liam Kim,Person,Hydra,0.250,Mule,2023-01-16
3869,Acct #3869,Account,Vortex,0.410,Savings,2024-01-11
8029,Aoife Cohen,Person,Orchid,0.690,Launderer,2023-04-26
5398,Owen Park,Person,Mirage,0.200,Mule,2024-05-26
3522,Svetlana Torres,Person,Vortex,0.140,Mule,2023-03-08
4338,Beatriz Le,Person,Cipher,0.100,Mule,2023-09-10
